Gender,Major,Program,GPA
Male,B.Tech,ECE,6.0408489021884995
Male,PhD,CSE,8.34452905835452
Female,B.Tech,ECE,7.095792526144673
Male,PhD,CND,8.272995362606444
Male,B.Tech,CSE,5.982989692738546
Male,B.Tech,ECE,7.3758868704664104
Male,B.Tech,CHD,8.912070776767722
Male,B.Tech,CND,6.246113145255524
Male,PhD,ECE,8.833078654589194
Male,MS,ECE,8.64480192433368
Male,B.Tech,CSE,7.229378740643904
Female,B.Tech,CHD,8.642053959267285
Male,MS,CND,7.116324200644159
Male,B.Tech,CND,7.524617172602161
Male,B.Tech,CSE,6.6775947653327865
Other,B.Tech,ECE,8.977947697603856
Female,MS,ECE,7.492854647372832
Male,B.Tech,ECE,8.273334849886508
Male,MS,CHD,8.387883791191713
Male,B.Tech,CSE,7.913019563235096
Male,MS,ECE,7.504782176503299
Male,B.Tech,ECE,6.332522833892654
Male,B.Tech,CSE,5.716666167521072
Female,B.Tech,CND,7.995941244416201
Male,B.Tech,CSE,6.165403464298057
Male,MS,CSE,8.392053067792256
Male,B.Tech,ECE,6.00660674790821
Male,B.Tech,CSE,6.282628054388279
Male,B.Tech,CSE,5.787051673160055
Male,B.Tech,ECE,6.949578397781787
Male,PhD,ECE,8.683968271734177
Male,MS,ECE,8.06460301190017
Male,B.Tech,CND,8.235606545080891
Female,B.Tech,ECE,6.65871792383314
Male,PhD,CND,8.65600914234781
Female,B.Tech,CSE,6.923013053800776
Male,B.Tech,ECE,9.076084826208408
Female,B.Tech,CSE,5.26966766939602
Male,B.Tech,CHD,7.794401155555655
Male,MS,CSE,8.56925729577934
Male,B.Tech,ECE,5.852981744552969
Male,MS,CND,8.207974857248317
Male,B.Tech,ECE,5.88088948301483
Other,MS,ECE,9.832317830008243
Male,B.Tech,ECE,8.066125793786055
Male,B.Tech,CSE,4.8436014993679795
Female,PhD,ECE,8.367192491829881
Male,B.Tech,CHD,6.946924195528837
Female,B.Tech,CSE,7.239152268512408
Male,B.Tech,ECE,6.620226645426436
Male,PhD,CSE,8.410617303714613
Male,B.Tech,CSE,7.3272914439231664
Female,B.Tech,CSE,9.23197482944107
Male,B.Tech,ECE,7.3390548269473985
Female,B.Tech,CSE,6.725306153304379
Male,MS,CSE,9.29290796101028
Female,MS,ECE,8.381814439474082
Male,B.Tech,CSE,7.264388618578309
Male,B.Tech,CSE,6.87099885554858
Male,PhD,CHD,8.655244382795367
Male,B.Tech,CSE,7.063579874666107
Male,MS,ECE,7.369144279976188
Female,B.Tech,CHD,8.206439066184199
Male,PhD,ECE,8.20784769991367
Male,B.Tech,CHD,7.500443799072717
Male,B.Tech,CHD,6.36835760226464
Female,B.Tech,CSE,6.7673508707007
Female,B.Tech,CSE,6.043967494025237
Male,B.Tech,ECE,7.0260121747320445
Female,B.Tech,CSE,7.710731296808875
Male,B.Tech,ECE,7.371821127146931
Male,B.Tech,ECE,6.205058901484501
Female,MS,CSE,8.501485931432574
Male,MS,CSE,8.127295488204465
Female,PhD,CSE,7.642625608831852
Male,MS,ECE,7.312667990281788
Male,B.Tech,CSE,5.2257523221132995
Male,MS,ECE,8.094260068977912
Female,MS,CHD,6.263603865746003
Female,MS,CHD,7.316032383052924
Female,MS,CND,7.664621007462539
Male,PhD,CND,8.105501556529342
Male,B.Tech,CHD,6.5591096931944
Male,MS,CSE,7.0859269181166775
Male,B.Tech,CSE,6.844348390849869
Male,B.Tech,ECE,7.462697288986666
Male,PhD,CND,8.178516071512757
Female,B.Tech,CND,6.952843082602648
Male,B.Tech,ECE,6.896103301502619
Female,B.Tech,CSE,6.552606203130262
Male,B.Tech,CHD,7.424687214679457
Male,B.Tech,CHD,7.446995354724418
Male,B.Tech,CSE,6.261045807124179
Male,MS,CND,7.6301381319675325
Male,B.Tech,CND,6.484527925625201
Female,B.Tech,ECE,7.833975337130581
Female,B.Tech,ECE,5.918550536587935
Male,B.Tech,CSE,6.052624554825593
Male,MS,ECE,7.1884056975981325
Male,B.Tech,ECE,7.156976149108838
Female,MS,CSE,7.760234377767778
Male,B.Tech,CSE,7.02255801987667
Female,B.Tech,CHD,7.404031188539213
Female,B.Tech,CSE,7.6270177250528075
Male,B.Tech,ECE,6.442097374001579
Female,PhD,CND,8.441682623789355
Male,B.Tech,CHD,9.479437269256058
Male,MS,CND,8.41576219857188
Female,MS,CSE,8.339934511373183
Male,B.Tech,ECE,6.03694143469951
Female,MS,CND,5.923560524544749
Male,B.Tech,ECE,7.057110835518926
Female,B.Tech,CSE,6.552974708012054
Female,B.Tech,CND,7.205454299163816
Male,B.Tech,ECE,6.951839921827267
Male,B.Tech,CSE,6.390760307008842
Male,MS,CSE,8.306677673705451
Female,B.Tech,CND,5.911296689512994
Female,B.Tech,ECE,6.572147453267016
Male,B.Tech,CSE,8.244829348398998
Male,B.Tech,CND,6.451414427230022
Male,MS,CSE,8.475568665733247
Female,B.Tech,ECE,7.771775370672048
Female,B.Tech,CSE,7.647503495780367
Female,MS,CND,8.613221991142506
Female,B.Tech,ECE,6.736075333655399
Female,MS,CND,9.554998054559777
Male,B.Tech,ECE,7.6640641617733625
Female,B.Tech,ECE,7.918985060792301
Male,PhD,ECE,7.80411007927496
Male,B.Tech,CSE,5.8793553797073255
Male,PhD,CSE,7.981600368621925
Female,B.Tech,CSE,8.163640993195642
Male,MS,ECE,7.211766714497929
Male,B.Tech,ECE,8.601334737574444
Female,B.Tech,ECE,7.451276700098021
Male,B.Tech,CSE,7.316597439309527
Male,MS,CHD,8.449870882804476
Male,B.Tech,CSE,7.129622293822183
Female,B.Tech,CSE,9.421392245249578
Male,MS,CSE,8.109816883030042
Female,B.Tech,CHD,7.543100123107624
Other,MS,ECE,5.967637360472748
Male,MS,CSE,7.408502945445094
Male,B.Tech,ECE,6.491921458304427
Male,B.Tech,CSE,7.389155559329998
Male,B.Tech,ECE,7.51269694469356
Male,B.Tech,ECE,7.368726871446173
Male,B.Tech,ECE,7.962977259020366
Female,MS,CHD,8.196319730633547
Male,B.Tech,CSE,7.723745768048952
Male,B.Tech,ECE,8.369027979581713
Male,B.Tech,CSE,6.9538192985058505
Male,B.Tech,CSE,6.427578541936298
Female,B.Tech,CSE,6.496422613117797
Male,B.Tech,CSE,6.120792233435613
Female,B.Tech,CSE,8.705261641661918
Male,B.Tech,ECE,7.5892950585216905
Female,MS,ECE,9.967400746000894
Male,B.Tech,CHD,7.262840831687909
Female,B.Tech,ECE,8.9832005775556
Male,B.Tech,CSE,6.793692690170455
Male,B.Tech,CSE,7.999293026406903
Male,MS,CSE,8.719725104065873
Male,B.Tech,ECE,8.033864662170906
Male,B.Tech,ECE,6.1745820080727265
Female,B.Tech,CSE,6.146664133976916
Female,MS,ECE,7.8139149467701055
Male,B.Tech,ECE,5.802457523782232
Male,B.Tech,ECE,5.231907512980906
Female,MS,ECE,7.156551535462472
Female,MS,CHD,8.953166823127786
Male,MS,CND,7.661227020949161
Male,B.Tech,CSE,7.175063595546633
Male,B.Tech,ECE,7.849054954009215
Female,MS,ECE,9.324848886569708
Male,B.Tech,CSE,6.513859454014155
Male,B.Tech,CSE,7.528571333153476
Male,B.Tech,CSE,7.972931251045969
Female,MS,CSE,7.671392560769919
Female,B.Tech,CSE,9.207129083426874
Female,B.Tech,CSE,9.634422451536038
Male,PhD,CND,7.440096863302122
Male,B.Tech,CSE,10.0
Male,B.Tech,ECE,8.998973191351705
Male,B.Tech,CSE,7.608636352247115
Male,MS,CSE,8.022067646867098
Female,B.Tech,ECE,6.000756329487259
Female,B.Tech,ECE,8.105523300886944
Male,B.Tech,ECE,5.99421745473302
Male,B.Tech,ECE,6.669398902312246
Male,B.Tech,CHD,6.595316039332454
Male,MS,CHD,7.540514708953438
Female,B.Tech,CHD,8.226897311417826
Male,B.Tech,ECE,8.632306057892539
Male,B.Tech,CSE,8.286641731608041
Male,B.Tech,CSE,7.676075104956585
Female,B.Tech,ECE,5.818354548814383
Male,B.Tech,ECE,8.498734924047268
Female,B.Tech,ECE,7.579800243227637
Male,B.Tech,CSE,7.753634723121512
Female,B.Tech,CND,7.329704882283723
Other,B.Tech,ECE,7.792571900703417
Male,MS,CHD,8.49690467696295
Female,B.Tech,CSE,8.49310730653333
Male,B.Tech,ECE,7.253214354208835
Female,MS,ECE,9.005251875020555
Male,MS,CND,8.96024756639825
Male,B.Tech,CND,7.580386526116565
Female,MS,CSE,9.129013244230475
Male,MS,CSE,6.722686130415578
Male,B.Tech,CSE,6.426672532486191
Male,B.Tech,ECE,7.777096947228621
Male,MS,CSE,8.172923205986814
Male,PhD,CSE,8.968390236950428
Male,MS,CND,8.368495620791254
Male,B.Tech,ECE,6.810413001553323
Male,B.Tech,CSE,7.342738189246192
Male,B.Tech,ECE,6.025625033087644
Female,MS,ECE,8.575508509087111
Male,B.Tech,CSE,8.065384574093178
Male,B.Tech,ECE,7.533496134841953
Male,B.Tech,CSE,8.932659896173366
Male,B.Tech,CHD,5.430383523804613
Male,B.Tech,CSE,8.471422410070753
Male,B.Tech,CSE,5.759321704215617
Male,B.Tech,ECE,7.061172703418673
Male,B.Tech,ECE,6.824897627520972
Male,B.Tech,CSE,6.0526992280401375
Female,MS,CND,6.587343174539264
Male,B.Tech,ECE,6.960018041759241
Male,PhD,CND,8.17752352065039
Male,B.Tech,ECE,8.064194401502894
Male,B.Tech,ECE,5.112324291751708
Male,B.Tech,CSE,6.760141428307553
Male,B.Tech,ECE,6.641561474104233
Female,B.Tech,CSE,7.188956349913969
Female,B.Tech,CHD,7.7737996849665505
Male,PhD,ECE,7.794885397414226
Male,B.Tech,CSE,5.3960534224871575
Male,MS,CSE,7.173346811184718
Female,B.Tech,CSE,7.624273832691871
Female,B.Tech,ECE,5.647120554265881
Male,B.Tech,ECE,6.4478361224438245
Male,B.Tech,CHD,6.0963895156986485
Male,B.Tech,ECE,6.068314250186467
Male,MS,ECE,7.603142902638803
Male,MS,CND,7.763983338120694
Female,PhD,ECE,8.251354569609944
Male,B.Tech,ECE,5.939066922488486
Male,B.Tech,ECE,7.012205118128849
Male,B.Tech,ECE,5.943206520735454
Male,B.Tech,CHD,5.275813029843031
Male,MS,ECE,8.134074446563192
Male,B.Tech,CHD,8.239827961729095
Male,MS,CSE,7.890963981426326
Male,B.Tech,ECE,6.393849609857932
Male,B.Tech,CSE,7.134174271665695
Male,PhD,CSE,7.793635577372127
Female,B.Tech,CND,6.30131568049694
Male,B.Tech,ECE,8.356821154167326
Female,B.Tech,CSE,7.274669935566513
Female,B.Tech,CSE,6.278548822419327
Male,B.Tech,ECE,5.975687574755378
Male,B.Tech,ECE,6.684487828353109
Male,B.Tech,CSE,7.390343247106734
Female,B.Tech,ECE,8.79478395359552
Male,MS,CHD,6.878342822376632
Female,B.Tech,CHD,8.147477642680798
Male,MS,ECE,8.701577069065737
Female,MS,ECE,7.342952418601906
Male,B.Tech,ECE,8.828601319502097
Male,B.Tech,CHD,7.453816255286765
Male,B.Tech,CND,9.199337098733452
Male,B.Tech,CHD,7.349419484934402
Male,MS,CND,7.316989930584306
Male,B.Tech,CHD,7.927032233855461
Male,B.Tech,ECE,7.377770116091244
Female,MS,CSE,8.399991065941272
Male,B.Tech,ECE,7.19140611090613
Male,B.Tech,CSE,7.420123606587339
Female,B.Tech,CSE,5.963455280509934
Male,B.Tech,CHD,6.778988540535863
Male,PhD,CND,7.714872092075294
Female,B.Tech,CSE,7.324519524043495
Female,B.Tech,ECE,6.864234576129555
Male,MS,CHD,8.581564569658312
Male,B.Tech,CSE,6.930679540154293
Male,MS,CHD,8.386446618968074
Male,PhD,CHD,8.215590397442012
Male,MS,CSE,8.178108428024416
Female,B.Tech,CSE,6.652311181746612
Male,B.Tech,ECE,5.87609437162552
Male,PhD,CHD,8.26063993360122
Female,B.Tech,CSE,5.476625225802232
Male,MS,ECE,7.590149467249145
Male,PhD,CND,7.630470266900581
Male,MS,CSE,9.64619214625958
Male,B.Tech,CND,8.138233762083741
Female,MS,CSE,8.03270373696146
Male,B.Tech,CHD,7.246531922031812
Female,B.Tech,CSE,5.531782392641865
Female,B.Tech,CHD,7.737168028230773
Male,B.Tech,ECE,8.72620002117601
Female,B.Tech,CHD,6.3206883721847555
Female,B.Tech,CSE,6.691500042479318
Male,B.Tech,CSE,9.068388245872605
Male,B.Tech,CHD,6.97421219804149
Male,B.Tech,ECE,6.351500680762823
Female,MS,ECE,8.51144993326886
Male,B.Tech,ECE,8.183512160045135
Male,MS,CSE,8.744537252140367
Male,B.Tech,ECE,8.622426263241358
Female,PhD,CND,8.394674368304726
Male,B.Tech,ECE,6.478681467377985
Male,B.Tech,ECE,7.7317417214991035
Male,MS,ECE,8.69416367374822
Female,B.Tech,ECE,6.84536681158126
Female,MS,CND,9.471525446401523
Male,B.Tech,CND,7.9381045040145946
Male,MS,CND,8.49919276766289
Female,B.Tech,CHD,9.69171646172477
Female,MS,CSE,8.1379592805226
Male,B.Tech,ECE,6.108055456749702
Male,B.Tech,ECE,7.796669062717474
Male,B.Tech,ECE,7.8194201973908894
Male,B.Tech,CND,8.026194541010184
Male,B.Tech,ECE,8.211113335076544
Male,B.Tech,ECE,7.254822310136731
Male,B.Tech,ECE,6.707060206163761
Male,B.Tech,ECE,7.03021397985976
Male,B.Tech,CSE,7.140582781950186
Male,B.Tech,CSE,6.241296281622073
Male,B.Tech,ECE,4.337735201322262
Male,PhD,CSE,8.119985721659432
Male,MS,CND,7.260531986038695
Male,B.Tech,ECE,6.786003030583565
Male,B.Tech,ECE,7.2106839059749035
Female,B.Tech,CSE,8.1742923111953
Male,MS,CSE,8.8544594985854
Male,B.Tech,CSE,8.185069887345005
Female,B.Tech,ECE,6.513632140030809
Male,B.Tech,CND,8.321322579399075
Male,MS,ECE,7.519752631333699
Male,B.Tech,ECE,7.037427192256442
Male,MS,ECE,7.511383205176356
Male,MS,ECE,7.850232884027346
Other,B.Tech,CSE,6.630321411235201
Female,B.Tech,CSE,7.950385061905628
Male,MS,CHD,8.48531462094273
Female,B.Tech,ECE,7.848518551311512
Male,B.Tech,CSE,6.757823167343471
Male,B.Tech,CSE,6.787143181922069
Male,B.Tech,CSE,8.41749267954171
Female,B.Tech,CSE,7.097589878023054
Male,B.Tech,CHD,6.269185262479092
Female,MS,CND,8.10387121078576
Male,PhD,CHD,8.466041287304984
Male,B.Tech,CND,7.356661197797578
Male,B.Tech,CND,8.082634402930747
Male,B.Tech,ECE,8.966804258236667
Male,B.Tech,CND,6.556543486333979
Male,B.Tech,ECE,6.108936284273256
Male,B.Tech,CHD,5.723429360268059
Male,PhD,CND,9.079245151537448
Male,B.Tech,ECE,6.251260829794239
Male,B.Tech,ECE,7.327182146248099
Male,B.Tech,ECE,6.8253920880898775
Male,B.Tech,ECE,7.439253213946334
Male,B.Tech,CHD,8.91472824685572
Male,PhD,ECE,8.452179690079053
Female,B.Tech,CSE,7.249202514362318
Female,MS,ECE,8.949747941247605
Female,B.Tech,CSE,6.32700247204342
Male,B.Tech,CSE,7.896483304819742
Female,MS,CSE,8.057813804926795
Female,B.Tech,CSE,7.69961391847599
Male,B.Tech,CSE,6.145736265313312
Female,B.Tech,CHD,8.24285302243976
Male,PhD,CSE,8.07792269484296
Male,B.Tech,ECE,7.624406517753134
Female,B.Tech,ECE,5.527555740335203
Male,B.Tech,CHD,7.434970045561775
Male,PhD,CHD,7.683291728844996
Male,MS,ECE,8.026569628768387
Female,B.Tech,CSE,7.840195796124253
Male,PhD,CND,8.805950459729715
Male,B.Tech,ECE,9.009399165943986
Male,B.Tech,CSE,5.5821894931692775
Male,PhD,CND,8.41425060179796
Female,B.Tech,ECE,6.565753168989105
Female,B.Tech,CSE,6.618170580161467
Female,B.Tech,ECE,6.4234160492131736
Female,B.Tech,CSE,6.016291015795673
Male,B.Tech,ECE,6.499674020467937
Female,B.Tech,ECE,4.555422377153336
Male,B.Tech,ECE,7.747523015471943
Female,MS,CHD,8.188567164302235
Male,MS,CHD,7.6909087837091095
Male,B.Tech,CSE,6.828018307970551
Male,MS,CSE,8.322044459992096
Male,MS,CHD,6.817989854381221
Male,MS,CND,7.293367396724349
Male,B.Tech,ECE,6.414710566659454
Male,B.Tech,CSE,9.087903600673954
Female,B.Tech,CSE,6.951035208563062
Male,MS,CHD,7.534345638542508
Male,PhD,CSE,7.537936917476986
Male,B.Tech,ECE,8.189521589906732
Male,B.Tech,CSE,6.499901612637092
Male,PhD,ECE,8.231224856245861
Other,B.Tech,CSE,8.20501582917059
Male,B.Tech,CSE,5.319973010115272
Female,B.Tech,CSE,6.984893963007132
Female,B.Tech,ECE,6.741233617743978
Male,B.Tech,CSE,7.395222958416628
Female,MS,ECE,6.867566459349604
Male,B.Tech,CHD,6.863511328872153
Female,MS,ECE,6.6564483902607945
Female,B.Tech,CSE,7.893445819897112
Other,B.Tech,ECE,6.41705209321543
Other,MS,CSE,7.532645204902336
Male,PhD,ECE,9.395765934928173
Male,B.Tech,CSE,6.635409922660709
Male,B.Tech,CSE,5.87665904463725
Female,PhD,ECE,8.24131585663083
Female,MS,CSE,8.023683100476001
Male,MS,CSE,7.099042685188366
Female,PhD,CSE,8.269346846512223
Male,PhD,CSE,9.780624991560382
Female,B.Tech,CHD,6.958385034395202
Female,B.Tech,ECE,7.699060231397991
Female,MS,CSE,8.316049278494498
Male,PhD,ECE,8.417673866568318
Male,B.Tech,CSE,7.121888474938013
Male,B.Tech,CSE,7.412338465244916
Male,MS,ECE,8.226338914395727
Male,B.Tech,CSE,8.087382834652772
Female,B.Tech,CND,7.816321571197417
Male,MS,ECE,7.419569325910793
Female,B.Tech,CSE,6.5514522496380145
Male,B.Tech,ECE,7.770396742591227
Female,B.Tech,CSE,7.723033472912231
Male,B.Tech,ECE,6.957308443147349
Male,B.Tech,ECE,6.696050203268942
Male,B.Tech,CHD,7.714226895908293
Female,B.Tech,CSE,7.787166308726733
Male,B.Tech,CND,9.04383736950685
Male,MS,CSE,7.695990769012482
Male,B.Tech,ECE,6.840933635509249
Female,B.Tech,CSE,5.5754893019679965
Male,B.Tech,CND,6.940269711421894
Male,B.Tech,CHD,5.947321241866445
Male,B.Tech,CSE,7.461903232005768
Male,B.Tech,CSE,6.734087670976005
Female,MS,CSE,6.621152763188132
Female,B.Tech,CSE,6.013620525824508
Female,PhD,ECE,8.015305131528052
Female,B.Tech,CHD,8.952593358569993
Female,B.Tech,CSE,5.080357424863127
Male,PhD,ECE,7.888062515780774
Male,MS,ECE,8.758189462662328
Male,B.Tech,ECE,6.266032635461882
Male,B.Tech,ECE,8.581445070217333
Female,B.Tech,ECE,6.186959866650417
Male,B.Tech,ECE,7.561999792339044
Male,MS,ECE,8.776682705826023
Female,B.Tech,ECE,7.64012928072281
Female,B.Tech,CHD,6.325499469618117
Male,MS,CSE,7.699638400467052
Female,B.Tech,CSE,6.931308850458426
Male,B.Tech,CND,6.210382312056336
Female,B.Tech,CSE,6.510666081056238
Female,B.Tech,ECE,9.131496188215435
Female,B.Tech,CSE,6.6104344233602825
Male,MS,CSE,9.292296102092383
Male,B.Tech,CSE,9.439675238822506
Male,B.Tech,ECE,7.524189609716504
Female,B.Tech,ECE,7.39992156869844
Male,MS,CND,7.904897370427749
Male,MS,ECE,7.183358986127637
Male,PhD,CND,8.03035496974879
Male,B.Tech,CND,6.084103778353619
Male,B.Tech,CSE,7.76316003315276
Female,PhD,CHD,8.784092800536854
Female,MS,ECE,7.179215826211167
Male,B.Tech,CSE,5.542394237795181
Male,B.Tech,ECE,4.878628952219213
Female,MS,CSE,8.613631374052849
Female,B.Tech,CSE,7.044654760614899
Female,B.Tech,CSE,4.575815988612188
Female,PhD,CHD,8.6085285343419
Male,PhD,CSE,8.611943163456841
Male,B.Tech,ECE,7.6453538786301225
Male,MS,ECE,8.13283152267823
Male,B.Tech,ECE,8.378663388253837
Male,B.Tech,ECE,6.554751921479301
Male,B.Tech,CSE,6.575046319680733
Male,PhD,ECE,8.267918414553572
Female,B.Tech,CSE,6.718514571843702
Male,B.Tech,ECE,6.562021911451124
Female,PhD,CHD,8.06112520362507
Male,B.Tech,CHD,6.372804086003715
Female,B.Tech,CSE,6.458238266242147
Female,B.Tech,CSE,6.749989901789832
Male,B.Tech,ECE,6.609294595968265
Female,B.Tech,CSE,7.7813684868613775
Female,MS,CHD,7.668048523286928
Male,B.Tech,CSE,8.711115095163224
Male,MS,CHD,8.2118596602005
Male,B.Tech,CND,5.14693173878297
Female,B.Tech,CHD,5.6209231580089885
Male,B.Tech,ECE,6.644884457157292
Male,B.Tech,ECE,6.372425645074146
Male,MS,CHD,8.608841872947366
Male,B.Tech,ECE,6.0291355892070895
Female,B.Tech,CHD,7.677560429591204
Female,B.Tech,CSE,7.513084245806511
Male,B.Tech,ECE,8.768000899744257
Female,B.Tech,ECE,6.1606364792762225
Male,B.Tech,CSE,5.903594731080916
Other,B.Tech,ECE,6.076793022981774
Other,MS,CSE,9.237035266648217
Female,MS,CND,7.719495667728423
Male,B.Tech,CND,7.807570348081411
Female,B.Tech,ECE,6.185305020442565
Female,PhD,CND,7.910593426405246
Male,B.Tech,ECE,6.874040735209549
Male,B.Tech,CSE,6.798097977459013
Male,PhD,ECE,8.530586015477065
Male,B.Tech,CHD,6.79158430967436
Male,B.Tech,ECE,8.278042547053051
Female,B.Tech,CHD,8.673418101971265
Male,MS,CSE,7.5491592948312976
Female,B.Tech,CSE,8.14507359895388
Male,B.Tech,CSE,6.970867618199112
Male,B.Tech,CSE,8.196376895379492
Male,B.Tech,CSE,6.720619920295137
Male,B.Tech,CND,7.870290655744766
Male,B.Tech,ECE,6.26254063620541
Male,B.Tech,CHD,7.491130901756971
Male,B.Tech,CSE,6.128059534744612
Male,B.Tech,ECE,8.291514040177113
Male,B.Tech,CSE,8.706298018069837
Male,MS,CND,8.340722221726418
Male,B.Tech,CSE,7.412803601666344
Male,B.Tech,ECE,7.149056402385465
Male,MS,ECE,7.65596638284643
Male,B.Tech,ECE,7.413034911062395
Male,B.Tech,CSE,6.796042764544965
Male,MS,CSE,8.52624148638228
Male,B.Tech,ECE,7.430934769345946
Male,B.Tech,CSE,9.347004586008794
Other,B.Tech,CSE,8.458689891230621
Male,B.Tech,ECE,8.034281530201667
Female,B.Tech,ECE,6.557963224283854
Male,B.Tech,ECE,5.703774017265683
Male,B.Tech,ECE,8.623477804929486
Female,MS,CND,8.854383622937059
Female,B.Tech,ECE,7.0040379906358465
Female,B.Tech,CSE,5.893476929189564
Male,B.Tech,CSE,7.973466631407396
Male,PhD,ECE,8.015418629902527
Male,MS,CSE,7.715848829060448
Male,B.Tech,CSE,7.132021029353307
Male,B.Tech,CSE,7.474566671141526
Male,B.Tech,CSE,6.476740053297146
Female,PhD,CND,8.872993189733029
Male,B.Tech,CND,6.743077576706984
Male,MS,ECE,7.732030918964883
Female,B.Tech,CHD,6.5056135515381985
Female,B.Tech,CSE,7.180965799584373
Female,B.Tech,CHD,5.508798082764713
Female,B.Tech,CSE,6.438218323879994
Female,B.Tech,ECE,8.216769235058294
Female,B.Tech,ECE,6.9775863112395164
Male,B.Tech,CSE,6.740616519097966
Male,B.Tech,CSE,8.39926044950798
Female,B.Tech,CSE,4.616983979647696
Female,PhD,CND,8.409373973880465
Male,MS,CSE,7.69907075933535
Female,B.Tech,ECE,6.637148098236397
Female,B.Tech,ECE,6.751687048322778
Male,B.Tech,CSE,5.826061444653607
Male,B.Tech,CHD,8.364175712907409
Male,MS,CHD,8.331478289230335
Female,B.Tech,CSE,8.95680115559845
Female,B.Tech,CSE,6.816506409476803
Male,B.Tech,ECE,7.166147956873467
Female,B.Tech,ECE,7.333255786429901
Male,PhD,CHD,7.676411996987492
Male,B.Tech,ECE,7.276399096625146
Male,B.Tech,CSE,7.869527863070018
Female,B.Tech,ECE,6.953361271863789
Male,B.Tech,ECE,7.273590619267106
Male,B.Tech,ECE,7.970622740037693
Male,B.Tech,ECE,6.992605305052081
Male,PhD,CHD,8.966015745689567
Male,B.Tech,CSE,7.07016674918217
Male,MS,ECE,8.239383700653244
Male,B.Tech,ECE,7.024685990272066
Female,B.Tech,CHD,5.907655631405083
Male,MS,CSE,6.930952313377935
Male,MS,CND,8.400445959333757
Male,B.Tech,CSE,7.334827909667522
Male,MS,ECE,8.196909961350991
Male,MS,ECE,7.706471770690478
Female,MS,CSE,9.007890406027283
Male,B.Tech,CHD,8.560768603912285
Male,PhD,CHD,8.599094489289433
Male,B.Tech,ECE,7.934188186234229
Female,B.Tech,CSE,7.550257383893608
Male,MS,ECE,9.136865973162871
Female,B.Tech,ECE,5.290938653950388
Female,PhD,CSE,8.328105748627744
Female,B.Tech,CSE,7.891852090785631
Female,B.Tech,CHD,7.857979327691412
Male,B.Tech,ECE,7.8581145028082
Female,PhD,CND,8.698528138904619
Female,B.Tech,CSE,6.449745345463814
Female,B.Tech,ECE,6.94022659907398
Male,MS,CHD,8.46809557304711
Male,B.Tech,ECE,7.171302553029624
Male,MS,CND,8.23446294687788
Male,B.Tech,CHD,4.883754175287277
Male,B.Tech,CND,5.3625341153467385
Male,B.Tech,ECE,6.098981508800531
Male,B.Tech,CSE,7.598962506990383
Male,B.Tech,ECE,5.594649828920796
Male,B.Tech,ECE,5.9228530946608355
Male,B.Tech,ECE,5.638065479594857
Male,MS,ECE,7.0428410275068245
Female,PhD,CSE,8.439717653515876
Male,B.Tech,ECE,7.081662649292597
Female,MS,ECE,7.428930116169419
Male,B.Tech,CSE,8.140213199165935
Female,B.Tech,CSE,6.16305739276047
Male,MS,ECE,7.99040005388165
Female,B.Tech,ECE,6.126583093096944
Male,B.Tech,CND,7.576107543744026
Male,B.Tech,CND,6.620603926145733
Female,B.Tech,ECE,6.9662361162839
Female,B.Tech,CND,5.607319181098256
Female,B.Tech,CND,7.646334611010317
Male,B.Tech,ECE,5.484278530630785
Female,PhD,ECE,8.750091912236739
Female,PhD,ECE,8.28455366562609
Male,MS,ECE,9.265176814964098
Female,MS,ECE,8.109347895383706
Male,B.Tech,CSE,8.372909345953408
Female,B.Tech,ECE,8.519991841376273
Female,MS,CSE,7.96716202350258
Female,B.Tech,ECE,7.552274433124992
Male,MS,CND,7.904170125705062
Female,PhD,CND,8.788284638681436
Female,B.Tech,ECE,5.360927756524524
Female,MS,CHD,7.843504319927724
Male,PhD,CSE,8.562473553124978
Female,B.Tech,CSE,7.350179260810505
Female,B.Tech,CND,7.974798585663918
Female,B.Tech,CSE,6.303204683125454
Other,B.Tech,ECE,7.240578743231597
Male,B.Tech,CHD,8.679616809292687
Male,B.Tech,ECE,9.138288646285606
Male,B.Tech,CSE,8.327969138408985
Male,MS,CHD,8.513162634488594
Male,B.Tech,CSE,5.5873722806707455
Female,MS,ECE,7.805445246009305
Male,PhD,ECE,7.7348035681906815
Female,B.Tech,CHD,8.951899632561176
Male,B.Tech,CHD,6.429453975428633
Male,B.Tech,ECE,8.75555195856879
Male,MS,ECE,7.871369013744391
Male,MS,CHD,8.087176317658875
Female,MS,CSE,6.812807353807678
Female,PhD,ECE,7.933040095243637
Male,B.Tech,CND,7.388313765667728
Female,B.Tech,CSE,8.616589994429514
Female,PhD,CSE,8.412419215049335
Male,B.Tech,ECE,7.464374679745734
Male,MS,CND,8.858621365959324
Male,MS,ECE,8.92846468490298
Male,B.Tech,ECE,5.008340034037068
Male,B.Tech,ECE,5.875950901311871
Female,PhD,CHD,8.224235642811584
Female,B.Tech,CHD,6.811457370975269
Female,B.Tech,CSE,4.929651745028669
Male,B.Tech,CHD,7.313008860744739
Male,B.Tech,CND,5.920622428635405
Male,B.Tech,CHD,6.5113557332284815
Female,B.Tech,CSE,6.743466760661195
Male,B.Tech,CND,7.029927058201688
Male,MS,ECE,8.323936913161974
Male,B.Tech,CND,6.088525780039065
Female,B.Tech,CSE,6.6577419632444
Male,B.Tech,ECE,6.964812645262251
